Unnamed: 0,codigo_autor,publicaciones_totales
13529,0000-0001-7402-0133,12
13532,0000-0002-9313-5929,11
13533,0000-0001-6985-8046,14
13534,0000-0002-5131-8743,9
13535,0000-0002-4226-7710,9
13536,0000-0002-8274-3259,10
13537,0000-0003-3361-9734,17
13538,0000-0002-3369-2897,4
13539,0000-0002-9885-8261,3
13540,0000-0003-4510-5167,11
13541,0000-0002-0797-6087,14
13543,0000-0003-2993-6200,1
13544,0000-0002-7101-6910,7
13545,0000-0002-2020-222X,24
13546,0000-0002-9372-6737,5
13547,0000-0001-7707-8461,5
13549,0000-0002-4280-2744,4
13551,0000-0002-4910-2900,7
13552,0000-0001-8639-4511,14
13553,0000-0003-1674-9537,7
13556,0000-0001-7132-7818,5
13563,0000-0001-9128-7227,9
13564,0000-0002-0289-6889,5
13565,0000-0002-4716-6636,5
13567,0000-0002-6432-7681,4
13568,0000-0002-3862-1932,15
13571,0000-0001-8498-0664,5
13572,0000-0002-8699-0847,21
13573,0000-0003-2486-4164,2
13574,0000-0001-6040-2691,9
13575,0000-0003-2846-2971,1
13576,0000-0003-0461-7297,9
13579,0000-0002-6114-7431,18
13580,0000-0001-7664-0520,5
13581,0000-0002-0615-6116,9
13585,0000-0003-0178-1147,10
13586,0000-0001-5460-7033,2
13589,0000-0002-8659-1125,5
13590,0000-0002-2122-9221,4
13592,0000-0001-6091-518X,2
13595,0000-0002-6546-8857,5
13602,0000-0002-5346-2669,3
13604,0000-0002-6310-729X,19
13605,0000-0002-0305-0682,16
13607,0000-0003-0027-6480,2
13608,0000-0001-8348-7157,11
13609,0000-0003-4277-7048,7
13610,0000-0001-5612-641X,5
13611,0000-0003-3902-3376,7
13613,0000-0003-3442-0380,15
13614,0000-0002-7927-7613,6
13621,0000-0001-9639-905X,18
13622,0000-0002-4330-5395,5
13626,0000-0001-6691-257X,5
13627,0000-0002-8208-2518,5
13628,0000-0002-5898-2348,17
13631,0000-0002-9852-2426,4
13632,0000-0002-5452-2512,10
13633,0000-0002-4419-4834,2
13634,0000-0003-2359-1280,4
13635,0000-0003-2343-3784,6
13636,0000-0003-4749-4258,4
13638,0000-0002-1884-1807,3
13639,0000-0002-7168-4214,7
13640,0000-0002-1459-9865,22
13641,0000-0003-0560-8157,9
13643,0000-0001-8467-4165,4
13644,0000-0003-4937-2334,8
13648,0000-0001-5700-2646,9
13650,0000-0002-2844-3458,6
13653,0000-0003-4079-5453,10
13654,0000-0003-4736-8876,8
13655,0000-0003-2969-6227,2
13656,0000-0003-4544-8709,3
13658,0000-0001-9351-0170,15
13660,0000-0002-9680-5772,1
13662,0000-0001-8690-2379,6
13663,0000-0001-9048-0842,3
13664,0000-0003-1756-4294,3
13665,0000-0003-0137-447X,17
13667,0000-0002-3351-9496,6
13668,0000-0002-8253-3630,6
13669,0000-0002-0438-0245,10
13673,0000-0002-3176-9651,6
13674,0000-0001-8929-6300,9
13676,0000-0003-2296-6327,16
13677,0000-0001-8678-5459,2
13680,0000-0003-0857-2890,3
13681,0000-0002-2948-2846,2
13685,0000-0001-9160-7470,7
13686,0000-0001-9156-0844,2
13688,0000-0003-2956-0944,15
13690,0000-0002-0950-0576,6
13691,0000-0002-4820-2897,11
13695,0000-0001-6849-8747,4
13697,0000-0002-9020-7843,2
13698,0000-0001-7167-676X,3
13700,0000-0002-5375-4004,1
13701,0000-0002-7655-0215,14
13705,0000-0002-2012-0064,9
13706,0000-0002-2350-8902,15
13707,0000-0003-2624-601X,2
13710,0000-0002-1312-1915,2
13711,0000-0002-0275-4418,2
13712,0000-0002-4424-6470,2
13714,0000-0002-4990-5711,1
13715,0000-0002-7619-1902,6
13718,0000-0001-6589-8964,5
13721,0000-0002-4326-5805,14
13723,0000-0001-5356-7703,6
13724,0000-0001-8235-4010,5
13726,0000-0002-5182-3643,15
13727,0000-0002-5296-4325,21
13728,0000-0002-9782-8730,4
13729,0000-0002-8230-3069,4
13730,0000-0001-6470-1728,15
13731,0000-0003-0975-2607,12
13732,0000-0001-5305-7738,3
13737,0000-0002-1364-5583,2
13739,0000-0002-7980-3126,20
13740,0000-0002-1168-5354,10
13742,0000-0001-9100-0644,1
13743,0000-0002-3289-5510,3
13746,0000-0002-5445-8821,2
13747,0000-0002-0747-217X,19
13748,0000-0001-9191-9212,6
13749,0000-0002-7411-7039,3
13750,0000-0003-3787-9138,10
13754,0000-0003-0757-4325,9
13755,0000-0001-6707-0992,5
13763,0000-0003-2759-9781,13
13770,0000-0003-0039-7063,17
13771,0000-0002-7984-5801,6
13773,0000-0003-0265-019X,7
13775,0000-0003-3214-6904,5
13776,0000-0001-6573-146X,7
13779,0000-0001-5720-4686,6
13780,0000-0002-5583-2715,3
13781,0000-0001-5602-7956,7
13782,0000-0002-5257-1142,17
13784,0000-0001-5657-9005,18
13786,0000-0002-6552-6471,15
13788,0000-0002-3428-940X,5
13791,0000-0002-4645-1638,10
13797,0000-0001-5811-798X,8
13799,0000-0002-7479-1170,7
13803,0000-0002-8398-2016,4
13804,0000-0001-5836-3507,6
13805,0000-0002-3712-9129,6
13808,0000-0003-3132-5935,10
13809,0000-0001-5182-5545,12
13811,0000-0002-1915-9965,7
13814,0000-0001-7822-7553,7
13815,0000-0001-6391-0624,20
13817,0000-0001-7378-983X,2
13818,0000-0002-3375-1164,11
13819,0000-0001-9218-6452,7
13821,0000-0001-9194-0644,7
13824,0000-0002-3016-786X,9
13825,0000-0002-3033-4306,3
13826,0000-0002-6363-9907,8
13829,0000-0002-9273-1008,7
13830,0000-0003-3684-3723,6
13831,0000-0003-1571-7410,5
13832,0000-0002-2340-4273,1
13834,0000-0003-1734-2755,9
13835,0000-0001-7376-6793,3
13838,0000-0003-0170-3245,3
13843,0000-0002-2356-4509,9
13845,0000-0001-9489-4241,4
13846,0000-0002-7224-9134,4
13848,0000-0003-3216-1784,17
13849,0000-0002-0458-7414,4
13850,0000-0003-3042-2792,10
13851,0000-0003-2821-568X,5
13852,0000-0001-7909-2101,4
13853,0000-0003-3976-9223,9
13854,0000-0002-8488-3976,3
13855,0000-0002-9858-5582,16
13857,0000-0003-1332-1471,2
13858,0000-0002-7851-9887,7
13859,0000-0001-7668-446X,19
13860,0000-0002-0738-8453,10
13862,0000-0002-0814-5162,17
13863,0000-0001-5511-4572,2
13864,0000-0002-0514-5888,3
13865,0000-0003-3303-9086,4
13867,0000-0002-2254-2500,5
13869,0000-0002-1002-9435,17
13870,0000-0002-1201-6785,4
13871,0000-0003-1899-7534,6
13874,0000-0002-5373-0985,7
13876,0000-0002-9605-0461,2
13878,0000-0002-6930-2002,5
13879,0000-0002-2645-5236,12
13880,0000-0002-3978-1030,12
13882,0000-0003-2511-6918,3
13883,0000-0003-1656-2633,6
13884,0000-0002-3109-1449,9
13886,0000-0002-0845-7035,2
13888,0000-0002-6355-1366,6
13893,0000-0003-4609-4359,13
13898,0000-0003-2923-9755,1
13902,0000-0002-0034-8950,15
13903,0000-0002-3816-2721,4
13904,0000-0002-2601-9258,8
13905,0000-0002-6747-680X,8
13906,0000-0001-8411-6403,18
13907,0000-0002-6087-6149,2
13909,0000-0002-4364-6085,5
13912,0000-0001-8663-3578,9
13913,0000-0002-1058-7744,13
13914,0000-0002-2832-4854,4
13915,0000-0002-9397-1003,5
13919,0000-0001-8193-2931,5
13921,0000-0002-9573-5637,9
13924,0000-0002-5275-7748,6
13932,0000-0001-9295-3156,4
13935,0000-0003-1219-4781,7
13936,0000-0002-4051-7851,8
13937,0000-0001-8139-1071,1
13942,0000-0001-7634-0819,3
13944,0000-0003-3725-4541,3
13946,0000-0001-8783-3117,3
13947,0000-0002-8716-8740,1
13951,0000-0002-7566-4560,8
13952,0000-0001-8055-5441,14
13953,0000-0002-7276-5382,14
13954,0000-0002-8368-3032,3
13958,0000-0002-6822-6685,4
13959,0000-0001-6639-3597,4
13960,0000-0001-8649-781X,11
13961,0000-0003-2067-606X,5
13963,0000-0002-1216-6804,3
13967,0000-0002-0310-3983,14
13968,0000-0002-6698-0545,8
13969,0000-0002-9932-9302,16
13972,0000-0002-5577-7357,12
13973,0000-0003-0331-354X,4
13974,0000-0001-6878-5199,6
13975,0000-0002-6293-1586,5
13976,0000-0003-4382-1207,6
13977,0000-0003-1406-4593,3
13978,0000-0002-1468-6029,10
13980,0000-0003-2597-5499,6
13981,0000-0001-6314-8852,1
13982,0000-0002-4142-4841,11
13984,0000-0003-0942-4072,9
13987,0000-0002-4301-0028,5
13988,0000-0002-4067-8639,1
13989,0000-0001-5799-2301,11
13990,0000-0001-5110-8837,5
13991,0000-0002-3208-075X,8
13992,0000-0003-1684-3830,1
13993,0000-0002-3905-8627,4
13994,0000-0002-0163-4772,5
13996,0000-0002-1372-9509,15
13997,0000-0003-2585-2376,7
14000,0000-0003-0858-6088,7
14005,0000-0002-7410-6591,6
14009,0000-0002-6366-3560,2
14010,0000-0002-0027-6993,13
14011,0000-0002-6727-1273,14
14012,0000-0002-7843-5675,3
14016,0000-0003-4075-0132,4
14017,0000-0002-5877-2084,10
14018,0000-0001-9554-0795,13
14019,0000-0002-7250-6188,5
14020,0000-0002-9497-7415,11
14021,0000-0002-6873-6052,7
14022,0000-0002-7951-8261,4
14024,0000-0002-7633-7019,10
14025,0000-0002-6527-485X,13
14026,0000-0002-1425-9879,10
14028,0000-0001-7884-7787,7
14030,0000-0002-0214-5284,9
14031,0000-0002-1634-3601,5
14032,0000-0003-2092-3999,2
14033,0000-0001-7207-2685,6
14034,0000-0003-1604-8917,7
14036,0000-0001-9932-9655,4
14039,0000-0002-8354-6820,7
14040,0000-0001-7098-8948,4
14043,0000-0002-3125-0438,8
14045,0000-0003-1501-335X,10
14048,0000-0002-8733-0920,5
14049,0000-0001-5361-3001,4
14051,0000-0002-2611-0422,6
14053,0000-0003-4989-8117,3
14054,0000-0003-2832-4771,5
14055,0000-0001-8554-7619,1
14056,0000-0003-4151-7121,4
14058,0000-0001-7570-0667,1
14059,0000-0002-5792-5229,7
14060,0000-0003-2359-6823,8
14062,0000-0002-0628-613X,22
14063,0000-0002-1622-3044,13
14065,0000-0001-7068-1946,8
14066,0000-0001-8367-7831,8
14067,0000-0002-9820-3580,3
14072,0000-0001-7270-2106,14
14073,0000-0003-4583-5741,9
14079,0000-0002-8486-8653,4
14080,0000-0001-9472-850X,9
14081,0000-0003-4301-5846,5
14084,0000-0002-8215-7639,12
14085,0000-0001-9796-513X,5
14086,0000-0002-9999-9154,7
14087,0000-0003-1801-8703,11
14089,0000-0002-6518-3907,4
14090,0000-0002-9876-7079,5
14092,0000-0001-8304-9149,6
14094,0000-0002-2126-799X,6
14095,0000-0002-2194-8058,1
14096,0000-0002-5701-3203,5
14099,0000-0001-6082-8625,5
14100,0000-0002-9108-4064,3
14101,0000-0003-2371-9774,12
14102,0000-0001-5181-1821,4
14103,0000-0001-9777-3808,2
14105,0000-0002-6420-2141,4
14106,0000-0001-8697-0734,8
14107,0000-0003-4981-1210,2
14108,0000-0001-9918-6105,4
14113,0000-0003-4787-0882,5
14114,0000-0001-6180-1483,4
14115,0000-0002-7795-764X,6
14116,0000-0002-8599-6091,11
14118,0000-0003-2470-0012,1
14121,0000-0001-6779-5109,5
14122,0000-0003-4667-9779,13
14123,0000-0002-8283-2403,5
14124,0000-0001-6661-3879,5
14126,0000-0002-4410-6144,6
14134,0000-0003-4359-1157,6
14135,0000-0003-4622-3747,1
14137,0000-0002-6886-2745,2
14140,0000-0002-7235-9026,5
14141,0000-0003-1543-2802,7
14142,0000-0001-6250-7745,5
14144,0000-0002-0020-6960,8
14146,0000-0001-7478-4459,12
14147,0000-0002-3120-5450,9
14148,0000-0001-6261-3468,4
14150,0000-0002-9962-2891,5
14153,0000-0002-2101-9398,13
14154,0000-0003-2731-933X,6
14155,0000-0001-8374-4352,9
14156,0000-0003-4532-5362,19
14157,0000-0002-1820-6563,6
14160,0000-0001-9986-456X,10
14161,0000-0002-4264-4184,10
14162,0000-0003-0188-9764,9
14163,0000-0002-5625-1170,5
14165,0000-0002-5042-1837,11
14166,0000-0002-0380-1335,13
14167,0000-0002-2975-5736,7
14169,0000-0002-8433-1733,5
14171,0000-0003-3636-3391,5
14173,0000-0003-3615-1911,6
14174,0000-0001-8587-8127,1
14175,0000-0003-3216-5128,26
14176,0000-0002-0176-5123,4
14177,0000-0002-2839-8722,4
14178,0000-0003-4840-7988,7
14179,0000-0002-9328-289X,22
14180,0000-0001-7451-8548,9
14181,0000-0001-6245-3863,11
14184,0000-0003-4787-2685,3
14185,0000-0002-7820-2038,1
14186,0000-0002-9358-4257,6
14187,0000-0002-2857-4562,3
14188,0000-0003-3239-4481,16
14189,0000-0002-1771-6940,3
14192,0000-0001-9857-3840,1
14195,0000-0002-4962-3466,8
14196,0000-0001-9912-8263,11
14197,0000-0003-0494-2436,7
14199,0000-0001-5851-8919,10
14202,0000-0003-2920-9038,7
14203,0000-0002-8282-1480,9
14214,0000-0002-3997-5652,1
14216,0000-0001-6220-5456,1
14217,0000-0003-2313-7387,4
14220,0000-0003-3382-1684,8
14221,0000-0003-2059-534X,9
14223,0000-0003-1416-8659,8
14224,0000-0003-3000-0522,3
14225,0000-0002-2880-3935,6
14227,0000-0002-7185-4383,12
14228,0000-0001-9341-2490,9
14229,0000-0001-7541-8901,2
14233,0000-0002-8209-7445,10
14235,0000-0002-9194-3244,5
14239,0000-0002-3142-9059,4
14243,0000-0002-8234-3546,6
14244,0000-0003-4384-8100,1
14246,0000-0002-2574-4132,6
14248,0000-0002-4840-4480,4
14250,0000-0002-4736-0674,7
14252,0000-0002-5920-0096,7
14253,0000-0003-4059-5507,6
14255,0000-0002-5410-306X,9
14256,0000-0002-8172-2034,19
14258,0000-0002-3858-8474,12
14259,0000-0003-4370-0544,9
14260,0000-0003-2868-3328,8
14262,0000-0002-4878-9739,2
14263,0000-0001-7469-4752,5
14264,0000-0002-2338-6802,5
14266,0000-0002-2078-9956,2
14267,0000-0001-8075-6219,12
14268,0000-0001-5647-3841,5
14270,0000-0002-6136-4970,8
14273,0000-0002-5264-5914,7
14275,0000-0001-5056-2755,4
14276,0000-0003-0134-0210,4
14278,0000-0002-5299-5201,13
14280,0000-0002-4651-1338,3
14283,0000-0001-8503-520X,2
14284,0000-0003-3976-9186,6
14285,0000-0001-8728-1279,7
14287,0000-0002-4971-1597,5
14288,0000-0003-4720-7319,3
14289,0000-0002-7072-0076,3
14290,0000-0003-1780-5553,1
14292,0000-0001-7277-736X,6
14294,0000-0001-5208-3432,4
14295,0000-0002-1175-8090,7
14297,0000-0003-2920-6574,8
14298,0000-0002-7282-7280,6
14299,0000-0002-5218-0774,7
14302,0000-0002-8373-8355,9
14306,0000-0002-7237-7160,2
14307,0000-0002-7051-9321,1
14308,0000-0001-6425-0672,4
14311,0000-0003-0271-7200,2
14312,0000-0002-6111-7160,21
14313,0000-0002-9327-1410,4
14315,0000-0002-3102-4828,9
14317,0000-0003-0828-1428,2
14318,0000-0002-8750-8346,2
14319,0000-0003-0211-0783,2
14324,0000-0002-7400-005X,4
14325,0000-0002-2814-2671,1
14326,0000-0002-2321-9545,15
14328,0000-0003-3188-5115,5
14329,0000-0003-4183-4311,3
14330,0000-0002-5414-3715,5
14333,0000-0001-8414-0374,2
14334,0000-0001-8177-7919,9
14335,0000-0002-9253-0417,3
14336,0000-0001-7590-3958,5
14337,0000-0002-2312-7528,18
14338,0000-0003-4476-4232,3
14340,0000-0002-2570-9812,11
14344,0000-0003-1519-3274,3
14345,0000-0002-0885-0670,5
14347,0000-0002-4589-519X,4
14349,0000-0002-2023-0108,10
14350,0000-0002-0132-2410,8
14357,0000-0003-2643-4934,8
14361,0000-0002-2329-4107,1
14366,0000-0003-1938-1854,7
14369,0000-0003-2137-5592,8
14370,0000-0002-7645-8398,9
14371,0000-0001-6073-7715,12
14372,0000-0003-2720-0507,19
14373,0000-0001-5811-368X,10
14376,0000-0001-7439-2236,7
14379,0000-0001-7535-846X,7
14380,0000-0001-8182-5546,10
14382,0000-0002-7656-6209,5
14383,0000-0002-5766-4970,2
14384,0000-0002-1465-5257,5
14385,0000-0002-4911-4223,1
14386,0000-0001-5209-6436,12
14387,0000-0002-4502-9275,11
14389,0000-0003-3978-1134,2
14390,0000-0002-9298-3264,4
14393,0000-0002-2067-0832,8
14394,0000-0002-5855-3519,3
14395,0000-0002-8955-1292,5
14401,0000-0001-5307-575X,2
14404,0000-0003-4952-0229,3
14406,0000-0003-1685-5364,4
14407,0000-0003-4101-2502,5
14409,0000-0002-3922-0188,11
14411,0000-0001-9672-9135,3
14412,0000-0002-6926-3322,4
14413,0000-0003-4421-3844,7
14414,0000-0002-5823-2790,7
14415,0000-0002-7907-5034,5
14416,0000-0002-1967-3497,9
14419,0000-0002-9948-6674,6
14421,0000-0003-2729-4961,7
14425,0000-0001-9934-8979,6
14426,0000-0002-8075-3883,3
14427,0000-0003-3438-0243,5
14428,0000-0001-6926-7502,3
14429,0000-0003-3889-0320,3
14430,0000-0002-1804-9086,7
14431,0000-0001-9115-618X,2
14434,0000-0003-4180-8447,5
14435,0000-0001-7437-330X,2
14436,0000-0002-7926-7108,9
14440,0000-0003-1448-0175,11
14441,0000-0003-1061-2441,5
14444,0000-0002-1052-9296,6
14447,0000-0002-5783-4968,4
14448,0000-0003-2379-2226,2
14449,0000-0002-6106-6834,6
14450,0000-0002-1771-6465,2
14451,0000-0003-4751-7624,16
14455,0000-0002-5025-7539,3
14457,0000-0003-3600-3644,1
14458,0000-0003-1113-6264,2
14460,0000-0002-7381-3972,3
14461,0000-0002-6941-4872,6
14462,0000-0001-8675-0838,2
14468,0000-0002-2771-5562,7
14470,0000-0002-3486-0880,7
14474,0000-0003-3091-3700,3
14476,0000-0003-2017-3788,6
14477,0000-0002-7795-1862,6
14478,0000-0002-7094-7780,7
14479,0000-0001-8933-3984,7
14481,0000-0002-6162-8702,6
14483,0000-0003-3520-4022,6
14485,0000-0003-0624-8819,9
14486,0000-0002-1554-1411,6
14487,0000-0001-9781-0621,4
14488,0000-0001-8613-6686,4
14489,0000-0002-7510-6980,10
14501,0000-0001-7306-8151,12
14502,0000-0001-5373-4284,4
14507,0000-0003-3885-8013,4
14508,0000-0001-6281-3419,15
14511,0000-0002-6493-8378,7
14512,0000-0001-5670-2069,12
14513,0000-0001-9261-1711,10
14514,0000-0003-4511-4215,6
14517,0000-0003-4388-9244,13
14518,0000-0001-6391-7113,4
14520,0000-0003-3546-3884,8
14522,0000-0002-8608-2435,4
14523,0000-0002-4927-1501,2
14524,0000-0002-4944-9875,7
14525,0000-0003-3677-1619,6
14526,0000-0002-1862-4036,11
14529,0000-0003-4741-3403,11
14530,0000-0002-1387-8926,10
14531,0000-0003-0092-7327,12
14534,0000-0002-8929-1902,7
14536,0000-0002-2328-9201,2
14537,0000-0002-3806-0506,3
14538,0000-0001-6619-6075,12
14539,0000-0002-9083-6279,12
14540,0000-0002-9240-3020,4
14542,0000-0002-0794-3488,4
14543,0000-0002-3550-0422,6
14545,0000-0001-5038-9374,1
14546,0000-0003-0998-116X,3
14547,0000-0003-1937-3782,12
14549,0000-0001-6666-2558,12
14550,0000-0003-4179-2529,9
14551,0000-0002-8672-9948,10
14554,0000-0003-1733-136X,9
14555,0000-0002-9085-6755,2
14557,0000-0001-9579-8921,7
14559,0000-0001-5908-2862,9
14560,0000-0003-1100-7489,8
14561,0000-0003-0196-0364,7
14563,0000-0003-4519-4470,8
14566,0000-0002-5870-8189,17
14567,0000-0003-2182-5493,8
14568,0000-0001-6272-7967,6
14569,0000-0002-9450-7229,3
14570,0000-0001-7505-7843,1
14575,0000-0001-9048-2717,8
14577,0000-0003-1160-9391,6
14579,0000-0002-6668-2505,4
14581,0000-0002-8974-6698,5
14584,0000-0002-8703-454X,12
14587,0000-0002-2265-6559,5
14588,0000-0003-0351-8326,8
14589,0000-0003-3966-5838,12
14590,0000-0003-1436-457X,13
14591,0000-0002-3642-5049,5
14593,0000-0002-6644-0178,3
14598,0000-0001-8187-1980,11
14599,0000-0003-4913-5822,7
14600,0000-0002-2495-3952,2
14602,0000-0003-0553-5293,3
14605,0000-0001-9167-7532,1
14606,0000-0003-1488-3695,10
14609,0000-0002-5914-766X,12
14610,0000-0001-8428-8811,5
14611,0000-0002-8549-6302,3
14613,0000-0002-6470-8919,3
14614,0000-0001-7366-9299,2
14617,0000-0002-0736-2149,15
14619,0000-0002-6631-7962,8
14620,0000-0003-2876-0258,5
14621,0000-0003-0132-8094,3
14623,0000-0001-9535-057X,4
14626,0000-0001-8740-0573,7
14627,0000-0003-0804-1168,14
14629,0000-0003-2784-7968,2
14631,0000-0003-2911-9390,7
14632,0000-0003-2280-4096,2
14634,0000-0002-7367-3244,5
14635,0000-0002-5282-9334,7
14643,0000-0003-2670-4113,15
14644,0000-0002-8557-4091,2
14646,0000-0003-2319-6897,1
14647,0000-0003-1188-8837,4
14648,0000-0001-7436-2651,5
14650,0000-0002-2554-072X,6
14651,0000-0003-1122-7510,4
14653,0000-0002-4347-3997,2
14656,0000-0002-2354-7688,5
14657,0000-0002-2469-4356,5
14658,0000-0001-5399-7463,6
14661,0000-0002-8440-7312,6
14663,0000-0002-4895-2495,2
14667,0000-0002-4250-2477,3
14670,0000-0001-7877-6755,4
14674,0000-0002-9498-069X,2
14676,0000-0002-1995-7203,4
14679,0000-0002-7699-2398,2
14680,0000-0001-6143-0619,3
14682,0000-0003-2651-9612,1
14686,0000-0002-3809-6058,4
14690,0000-0003-1956-4757,2
14691,0000-0003-1089-5664,3
14694,0000-0002-9468-0881,7
14695,0000-0001-6352-9671,6
14696,0000-0001-8017-3371,2
14697,0000-0002-0618-044X,8
14698,0000-0002-2298-7462,4
14699,0000-0002-3823-4473,5
14700,0000-0001-7363-4002,4
14701,0000-0001-8604-1732,14
14702,0000-0003-4507-8031,14
14703,0000-0001-5191-2251,3
14708,0000-0003-1176-7592,13
14711,0000-0002-2696-7047,10
14713,0000-0002-9818-4404,2
14715,0000-0001-8138-3880,5
14716,0000-0002-6172-2010,4
14717,0000-0002-1657-6958,1
14718,0000-0001-9380-8436,4
14719,0000-0003-0349-7182,3
14721,0000-0003-1397-9791,8
14722,0000-0001-6341-2027,1
14724,0000-0003-1259-163X,7
14725,0000-0001-5120-8678,2
14729,0000-0002-2222-6524,10
14731,0000-0003-2713-9013,6
14734,0000-0001-6829-4867,3
14736,0000-0002-1009-2928,3
14738,0000-0001-8620-5696,5
14739,0000-0002-6010-3234,4
14740,0000-0002-6684-5087,8
14741,0000-0001-6549-4230,5
14743,0000-0002-2718-8053,13
14745,0000-0001-8846-9177,1
14746,0000-0002-3818-6256,9
14748,0000-0003-0578-0635,4
14749,0000-0002-6178-4895,2
14752,0000-0002-5523-5427,18
14753,0000-0002-6407-5111,2
14754,0000-0003-4724-2376,3
14756,0000-0001-7053-3767,9
14759,0000-0002-0478-6771,15
14760,0000-0002-9144-9254,8
14767,0000-0001-6745-059X,3
14768,0000-0001-5371-2974,1
14776,0000-0002-7523-3031,3
14780,0000-0003-0332-5356,6
14781,0000-0002-0893-5420,4
14786,0000-0002-0753-7420,4
14789,0000-0003-0413-6397,7
14791,0000-0001-8819-3684,15
14792,0000-0001-9202-2378,8
14793,0000-0003-1319-1451,6
14794,0000-0002-5721-1656,6
14802,0000-0002-6640-0846,5
14803,0000-0003-3140-3024,2
14806,0000-0001-8282-7658,8
14807,0000-0003-1742-1357,2
14811,0000-0003-1231-3760,2
14814,0000-0003-1461-5762,12
14817,0000-0001-9189-4430,7
14818,0000-0002-2016-936X,3
14819,0000-0003-1784-3699,2
14822,0000-0002-1786-7562,6
14823,0000-0003-3266-3389,4
14824,0000-0002-7430-1215,8
14826,0000-0002-4914-5062,9
14827,0000-0001-8149-5890,17
14828,0000-0002-8586-0637,6
14829,0000-0002-3329-3968,4
14833,0000-0002-0696-456X,8
14837,0000-0002-6065-5098,5
14838,0000-0003-0100-1833,3
14840,0000-0002-1754-1546,7
14842,0000-0002-1227-3845,9
14843,0000-0003-3798-4923,7
14846,0000-0001-9775-4826,5
14847,0000-0003-3804-6410,4
14848,0000-0002-6119-4043,4
14850,0000-0002-8304-8274,3
14851,0000-0002-5387-3441,7
14852,0000-0002-4742-9686,6
14854,0000-0002-7871-7103,5
14855,0000-0002-5784-754X,3
14856,0000-0002-9490-3723,6
14857,0000-0003-1705-8439,3
14861,0000-0001-9592-2339,2
14862,0000-0002-9182-8123,15
14863,0000-0002-3543-7259,5
14864,0000-0003-4140-3263,17
14867,0000-0001-9229-7216,13
14869,0000-0001-5519-9123,2
14870,0000-0002-0380-0105,11
14872,0000-0003-2797-9303,4
14873,0000-0002-9757-2771,7
14874,0000-0001-6392-7944,2
14876,0000-0003-2352-9321,6
14878,0000-0003-4701-4525,10
14880,0000-0003-4852-1641,6
14881,0000-0003-0781-7171,4
14882,0000-0003-4406-1588,1
14885,0000-0002-7388-5597,3
14889,0000-0003-1681-2436,4
14890,0000-0003-3512-9659,1
14891,0000-0001-9079-813X,4
14894,0000-0001-6807-8638,9
14897,0000-0002-1854-532X,3
14898,0000-0002-5618-2582,5
14899,0000-0002-9464-4709,25
14900,0000-0003-2291-6821,3
14901,0000-0002-8695-8310,9
14902,0000-0003-1071-1159,8
14904,0000-0002-3712-925X,5
14905,0000-0002-6523-6642,2
14906,0000-0002-8400-6674,4
14908,0000-0001-8853-2631,2
14910,0000-0002-3675-3923,3
14913,0000-0001-9981-1337,1
14914,0000-0001-5716-248X,7
14915,0000-0002-1224-9191,6
14916,0000-0003-4867-7304,3
14917,0000-0003-4556-8460,4
14918,0000-0002-3146-0582,7
14920,0000-0002-6232-1948,4
14924,0000-0001-7758-1868,8
14925,0000-0002-0455-8496,3
14926,0000-0001-8165-9904,16
14929,0000-0001-6975-2356,2
14930,0000-0002-0488-2683,2
14932,0000-0001-6521-0488,2
14933,0000-0003-0509-6518,5
14934,0000-0002-8453-5023,5
14936,0000-0001-8596-0307,4
14937,0000-0003-0163-821X,3
14938,0000-0002-1998-3508,8
14940,0000-0001-5227-8707,1
14944,0000-0001-8955-7240,3
14947,0000-0003-3636-8387,9
14948,0000-0003-3103-8098,9
14950,0000-0002-2045-4005,10
14951,0000-0001-5079-1953,4
14956,0000-0002-1963-0569,10
14957,0000-0002-7665-345X,1
14958,0000-0002-2674-8194,6
14960,0000-0003-1585-6162,2
14961,0000-0002-7033-1441,1
14962,0000-0002-1127-0212,6
14966,0000-0001-7732-2698,1
14967,0000-0002-8071-1229,4
14968,0000-0003-4525-7144,8
14970,0000-0002-2876-5895,1
14971,0000-0002-8093-6444,5
14972,0000-0002-6340-1915,2
14973,0000-0002-5098-7996,5
14974,0000-0002-6328-4560,5
14976,0000-0003-3687-0318,5
14978,0000-0001-8060-6771,12
14979,0000-0001-5773-0344,7
14981,0000-0001-6843-3716,13
14982,0000-0003-2512-4520,7
14983,0000-0001-7517-197X,7
14984,0000-0002-2317-6696,1
14986,0000-0001-8350-8464,8
14987,0000-0001-8936-1205,3
14990,0000-0002-2511-4579,3
14991,0000-0003-1714-5954,16
14992,0000-0003-3899-0495,2
14996,0000-0003-1614-6816,11
14997,0000-0002-2275-6381,2
14998,0000-0002-6304-2369,9
15000,0000-0002-9737-2593,5
15001,0000-0002-8803-8059,1
15002,0000-0003-3856-826X,4
15006,0000-0002-3552-9153,8
15009,0000-0002-6218-6192,2
15012,0000-0003-2120-243X,6
15014,0000-0003-1655-6006,3
15018,0000-0001-8722-272X,6
15019,0000-0002-7752-2697,3
15020,0000-0002-3378-3481,7
15021,0000-0002-2845-8297,4
15022,0000-0001-6590-8130,7
15026,0000-0001-9560-6344,3
15027,0000-0002-6529-0032,11
15030,0000-0002-8194-1608,5
15031,0000-0003-4424-8035,4
15032,0000-0003-3246-3491,5
15034,0000-0001-9892-8218,2
